Direction,District,Floor,Garden,Id,Layout,Price,Region,Renovation,Size,Type,Year
东北,照母山,32,恒大山水城,106105043475,3室1厅,130,江津,精装,91.0,塔楼,2017
东南,璧山,29,俊豪中央大街（璧山）,106105050750,3室2厅,70,江津,精装,78.0,塔楼,2015
南,西永,33,重庆万达文化旅游城御林,106105056088,3室2厅,99,江津,毛坯,94.0,板楼,2018
南,大学城,33,富力城2P组团,106105059258,3室2厅,138,江津,精装,118.0,塔楼,2012
南,七公里,31,保利观塘,106105065140,3室2厅,122,江津,毛坯,90.0,塔楼,2018
东南,黄泥磅,33,青青丽苑,106105085854,3室1厅,138,江津,精装,86.0,板塔结合,2010
东东南,东部新城,32,东城中央,106105091219,3室2厅,73,江津,精装,101.0,塔楼,2010
东南,照母山,26,康桥融府,106104484105,3室2厅,145,江津,毛坯,96.0,塔楼,2018
南北东北,江北嘴,32,新鸥鹏教育城二期,106104485563,3室2厅,198,江津,毛坯,106.0,塔楼,2018
南,照母山,30,北大资源博雅一期,106104485654,4室1厅,230,江津,毛坯,123.0,板楼,2016
东北东东南,江北嘴,30,新鸥鹏教育城二期,106104495872,4室2厅,328,江津,毛坯,165.0,塔楼,2018
南,鱼洞,32,天和苑(巴南),106104528227,3室2厅,101.5,江津,毛坯,138.0,塔楼,2011
东南,翠云,33,尚格博园,106104530853,3室1厅,139.5,江津,精装,107.0,塔楼,2015
南,鸿恩寺,30,保利江上明珠畅园,106104538174,3室1厅,138.5,江津,精装,101.0,塔楼,2014
南,大坪,36,和泓江山国际,106104546572,3室2厅,210,江津,毛坯,127.0,塔楼,2017
东北,南坪,11,泰正花园,106104563639,3室2厅,165,江津,精装,128.0,板楼,2004
东南,南桥寺,30,尚林汇景,106104564976,3室1厅,107.8,江津,毛坯,103.0,塔楼,2017
东南西南,照母山,26,世茂茂悦府一二期高层,106104566208,3室1厅,160,江津,毛坯,103.0,塔楼,2016
北,六公里,35,渝能国际,106104575802,3室2厅,139,江津,精装,128.0,塔楼,2007
东,八公里,33,蓝光林肯公园,106104577721,3室2厅,128,江津,毛坯,119.0,塔楼,2018
东南西南,龙洲湾,8,华宇龙湾,106104594546,4室2厅,112,江津,毛坯,102.0,板楼,2013
东南东,杨家坪,34,晋愉九龙湾,106104614306,3室2厅,110,江津,精装,104.0,塔楼,2008
东南,大坪,32,恒大名都,106104662948,3室1厅,210,江津,精装,118.0,塔楼,2011
南,龙洲湾,18,协信星澜汇三期,106104671422,3室2厅,95,江津,精装,81.0,板楼,2018
西,空港新城,29,汇祥林里3000四期,106104689204,3室2厅,107,江津,毛坯,79.0,塔楼,2018
东北,照母山,32,万科城,106104723069,3室1厅,159,江津,精装,110.0,塔楼,2014
南,龙头寺,22,仁安龙城国际三期,106104725149,3室2厅,146,江津,精装,88.0,塔楼,2013
东南南,新牌坊,11,龙湖西苑,106104759861,3室2厅,215,江津,精装,126.0,板楼,2000
北,龙头寺,18,保利香槟花园B区,106104768108,3室2厅,150,江津,简装,104.0,塔楼,2007
东南,新牌坊,6,龙湖花园南苑,106104770443,3室2厅,162,江津,简装,143.0,板楼,2000
西,南坪,31,云满庭B区,106104773208,3室1厅,158,江津,精装,129.0,塔楼,2006
西北,照母山,30,康桥融府,106104773716,3室2厅,160,江津,毛坯,96.0,塔楼,2018
东南,北滨路,54,恒大御龙天峰,106104068862,4室2厅,290,江津,毛坯,190.0,塔楼,2018
东南南,照母山,32,世茂茂悦府一二期高层,106104098592,3室2厅,161,江津,精装,106.0,塔楼,2016
南,龙头寺,33,鲁能星城星城汇,106104118779,3室2厅,182,江津,毛坯,99.0,板塔结合,2015
东南,大坪,32,恒大名都,106104119124,3室2厅,230,江津,精装,118.0,塔楼,2014
西,北滨路,37,恒大御龙天峰,106104129289,3室2厅,224,江津,精装,123.0,塔楼,2018
南北,照母山,41,世茂茂悦府三期,106104163716,4室2厅,200,江津,毛坯,137.0,塔楼,2016
北,龙头寺,32,鲁能星城十二街区,106104194618,3室2厅,153,江津,精装,97.0,板塔结合,2010
东,南坪,33,万达广场铭邸,106104210439,3室1厅,165,江津,简装,113.0,塔楼,2009
东南,李家沱,33,半山壹号,106104215723,3室1厅,88,江津,精装,91.0,板塔结合,2010
东,七公里,34,万科金域学府,106104234033,3室2厅,135,江津,毛坯,93.0,塔楼,2017
东南,照母山,32,世茂茂悦府一二期高层,106104272104,3室1厅,114,江津,毛坯,72.0,塔楼,2016
南北,龙头寺,32,鲁能星城十一街区,106104293965,3室2厅,215,江津,毛坯,143.0,板塔结合,2008
西北,八公里,27,蔚蓝时光,106104321405,3室2厅,123,江津,精装,135.0,塔楼,2006
东南,二郎,29,晋愉V时代,106104340820,2室2厅,103,江津,毛坯,83.0,塔楼,2015
南,礼嘉,32,华侨城云溪别院,106104342395,3室2厅,145,江津,毛坯,102.0,塔楼,2017
南,大坪,26,协信云栖谷,106104372681,3室2厅,130,江津,简装,103.0,塔楼,2009
东南,北滨路,33,北国风光,106104382416,3室2厅,145,江津,简装,115.0,塔楼,2008
西,新牌坊,29,碧海龙庭,106104440860,4室2厅,156,江津,精装,161.0,塔楼,2004
南,照母山,33,世茂茂悦府一二期高层,106104455685,3室1厅,138,江津,精装,74.0,塔楼,2017
南,观音桥,32,鸥鹏K城,106104481071,3室1厅,155,江津,精装,107.0,塔楼,2007
东南,杨家坪,18,晋愉上江城,106103326976,2室2厅,102,江津,简装,87.0,塔楼,2003
东,中央公园,29,鲁能城中央公馆二期,106103394683,3室2厅,130,江津,毛坯,94.0,塔楼,2017
南,黄泥磅,30,流星花园,106103477001,3室2厅,149,江津,精装,130.0,塔楼,2002
东,南桥寺,32,光华可乐小镇A区,106103482209,2室1厅,95,江津,精装,71.0,塔楼,2013
东南,西永,33,重庆万达文化旅游城御林,106103526727,3室1厅,90,江津,毛坯,89.0,塔楼,2018
南,七公里,34,万科金域学府,106103548297,3室1厅,122,江津,精装,82.0,塔楼,2017
南,融侨半岛,33,金辉御江府,106103554194,3室2厅,160,江津,毛坯,107.0,塔楼,2018
南,江北嘴,45,中海紫御江山熙岸,106103597345,3室1厅,245,江津,精装,117.0,塔楼,2016
西,六公里,33,渝能国际,106103607785,2室1厅,62,江津,精装,51.0,塔楼,2007
南北,照母山,6,北大资源博雅一期,106103612886,3室2厅,255,江津,毛坯,116.0,板楼,2014
东,悦来,29,首地江山赋,106103617734,3室2厅,116,江津,毛坯,97.0,平房,2017
南,照母山,19,和记黄埔玥湖园,106103639771,3室2厅,150,江津,简装,104.0,板楼,2018
南,双山,34,中豪公园尚城,106103649243,3室2厅,126,江津,毛坯,108.0,板塔结合,2014
北,解放碑,32,聚丰锦绣盛世,106103724000,2室1厅,118,江津,精装,84.0,塔楼,2008
南,凤天路,30,万科金色悦城,106103778999,3室2厅,165,江津,精装,103.0,塔楼,2015
西南,悦来,33,首地江山赋,106103790715,3室2厅,108,江津,毛坯,93.0,塔楼,2017
西南,南坪,34,和记黄埔御峰,106103812366,3室2厅,166,江津,精装,107.0,塔楼,2016
东南,照母山,33,万科城三期,106103824752,3室1厅,158,江津,简装,100.0,塔楼,2014
南,双山,19,金科星辰,106103836950,3室2厅,108,江津,毛坯,86.0,塔楼,2018
南,融侨半岛,33,融侨半岛香弥山2号,106103867416,2室2厅,100,江津,精装,78.0,塔楼,2009
南,蟠龙,33,奥园盘龙壹号,106103876084,4室1厅,170,江津,毛坯,122.0,板楼,2015
西北,照母山,11,约克郡,106103881176,4室2厅,260,江津,毛坯,133.0,板楼,2015
东南,李家沱,18,锦绣江南（李家沱）,106103914114,3室2厅,110,江津,毛坯,142.0,塔楼,2009
南,彩云湖,18,恒基翠庭苑,106103938284,4室2厅,195,江津,毛坯,145.0,板塔结合,2010
东南,琅山片区,26,仰天湖,106103959487,3室2厅,71.5,江津,精装,131.0,塔楼,2009
南,照母山,33,融创凡尔赛领馆四期,106104009119,3室2厅,168,江津,精装,98.0,塔楼,2018
东,两路口,30,书香苑,106105176157,1室1厅,68.5,江津,精装,43.0,塔楼,2011
南,解放碑,33,美力COM,106105181638,1室1厅,85,江津,简装,55.0,塔楼,2003
南,新牌坊,32,银海北极星,106105217416,1室1厅,83,江津,简装,51.0,塔楼,2007
东南,二郎,31,同心家园A组团,106105219779,2室2厅,89,江津,简装,80.0,塔楼,2010
北,凤天路,33,万科金色悦城四期,106105227608,2室2厅,109,江津,精装,75.0,塔楼,2017
东南,马王乡,33,北大资源燕南,106105245212,2室1厅,95,江津,精装,65.0,塔楼,2015
南北,烈士墓,18,翰林景园,106105254815,2室2厅,90,江津,精装,86.0,板楼,2002
东南,大竹林,6,银竹苑1区,106105263111,1室1厅,53,江津,其他,46.0,板楼,2006
南,双碑,22,首创城,106105268380,2室1厅,97.5,江津,精装,64.0,塔楼,2017
西南,大石坝,30,首创鸿恩国际生活区,106105272057,2室2厅,135,江津,精装,80.0,塔楼,2012
南,茶园新区,13,金科中央御院二期,106105352119,2室1厅,96,江津,精装,69.0,板塔结合,2016
东南,杨公桥,33,华宇西城丽景,106105357069,3室2厅,165,江津,精装,140.0,塔楼,2008
北,蔡家,11,金科城59区,106105370735,3室2厅,128,江津,精装,83.0,板楼,2018
北,中央公园,16,鲁能泰山7号十八街区,106105408367,3室2厅,110,江津,其他,73.0,板楼,2017
西,冉家坝,33,圣地阳光,106101169393,2室2厅,112,江津,精装,86.0,塔楼,2009
南,弹子石,32,蓝光帕提欧,106102077486,3室2厅,146,江津,毛坯,107.0,塔楼,2017
东南,观音桥,34,城市经典,106102522652,2室2厅,87,江津,简装,62.0,塔楼,2010
东南,照母山,33,融创凡尔赛领馆四期,106102530979,4室1厅,162,江津,毛坯,115.0,塔楼,2018
西北,大坪,6,揽江雅苑,106102548378,3室2厅,125,江津,精装,105.0,板楼,2015
南,长寿,8,凤岭街（长寿）,106102614566,3室2厅,12,江津,精装,94.0,板楼,1997
东东南,鸿恩寺,33,绿地海外滩,106102692237,3室2厅,160,江津,毛坯,121.0,塔楼,2018
东,融汇半岛,19,宗申金蓝湾,106102724532,3室2厅,95,江津,毛坯,87.0,塔楼,2015
东南,融侨半岛,33,金辉御江府,106102734369,3室2厅,155,江津,毛坯,103.0,塔楼,2018
西,大石坝,33,华润中央公园,106102817699,3室1厅,170,江津,毛坯,113.0,塔楼,2013
东,南坪,34,和记黄埔御峰,106102933322,2室2厅,117,江津,毛坯,85.0,塔楼,2017
北,梨树湾,33,融汇温泉城锦绣里,106102972272,3室2厅,150,江津,精装,100.0,塔楼,2012
南,礼嘉,16,远洋九公子,106103044120,3室2厅,140,江津,毛坯,94.0,塔楼,2016
东,大石坝,33,首创鸿恩国际生活区,106103132119,3室2厅,154,江津,精装,104.0,板楼,2012
北,丹龙路,33,芸峰天梭派,106104976945,2室1厅,77,江津,精装,59.0,塔楼,2011
东南,黄桷坪,31,广厦城蜜宫,106104981482,1室1厅,75,江津,精装,59.0,塔楼,2015
东,汽博中心,18,奥林匹克花园十五期,106105003236,2室1厅,138,江津,精装,76.0,板塔结合,2013
南北,照母山,33,融创凡尔赛领馆一期,106105012134,2室1厅,115,江津,精装,70.0,塔楼,2014
北,蔡家,6,隆鑫爱琴海一期,106105017718,3室1厅,120,江津,精装,93.0,板楼,2016
东北,南坪,25,天信双骄,106105021623,2室2厅,99,江津,简装,88.0,塔楼,2003
东南,杨家坪,33,保利花半里百合园,106105023497,2室1厅,133,江津,精装,79.0,塔楼,2015
东南,南坪,10,亚太商谷,106105030870,3室1厅,125,江津,简装,82.0,板塔结合,2008
东南,五里店,29,天维世纪阳光,106105044870,2室1厅,105,江津,简装,84.0,塔楼,2006
北,七公里,19,学府大道69号如果,106105045973,2室1厅,88.5,江津,精装,75.0,塔楼,2012
北,石子山,32,诚投天邻风景,106105050043,3室1厅,140,江津,精装,105.0,塔楼,2008
西,茶园新区,10,法蓝西莊邸枫丹里,106105051268,2室2厅,88,江津,精装,66.0,板楼,2015
西,石马河,6,万科悦湾南区,106105054829,3室1厅,161,江津,精装,94.0,塔楼,2014
南,六公里,29,融侨苹果城,106105061993,2室1厅,86,江津,精装,64.0,塔楼,2008
南,空港新城,26,鹿山锦绣,106105068630,2室2厅,93,江津,精装,76.0,塔楼,2012
南,松树桥,7,龙溪景苑,106105108901,3室2厅,96,江津,精装,102.0,塔楼,2006
南,龙洲湾,32,斌鑫江南时代,106105109011,2室1厅,88,江津,精装,74.0,塔楼,2016
西北,汽博中心,33,建工锦绣华城,106105109769,3室2厅,118,江津,精装,81.0,塔楼,2013
南,大坪,24,金银湾221号,106105121297,1室1厅,57,江津,精装,47.0,塔楼,2005
东南,融汇半岛,8,越昕晖,106105136736,2室1厅,85,江津,精装,64.0,板楼,2014
西南,人和,30,棕榈泉三期,106101514941,3室2厅,270,江津,精装,159.0,板塔结合,2009
南,蟠龙,29,鲁能九龙花园,106102128888,3室2厅,110,江津,毛坯,75.0,塔楼,2016
南,南桥寺,31,升伟新意境,106102435431,3室2厅,159,江津,简装,141.0,塔楼,2006
西南,七公里,34,万科金域学府,106102590470,3室2厅,113,江津,精装,78.0,塔楼,2017
西,龙头寺,30,鲁能星城圆上,106102949291,4室2厅,283,江津,精装,150.0,板塔结合,2012
北,悦来,26,嘉悦江庭,106102956213,3室1厅,130,江津,毛坯,125.0,塔楼,2016
东南,观音桥,30,半山华府,106103293102,2室2厅,79,江津,精装,47.0,板楼,2010
北,北环,31,劲力五星城,106105126290,2室1厅,150,江津,精装,88.0,塔楼,2007
东南,石坪桥,32,万科西九,106105166020,2室1厅,125,江津,精装,74.0,塔楼,2015
南,蟠龙,33,万科西城一期,106104244020,2室2厅,108,江津,精装,76.0,塔楼,2016
南北,袁家岗,28,中新城上城,106104252650,3室1厅,143,江津,精装,100.0,塔楼,2008
东,石坪桥,33,保利爱尚里尚佳,106104291037,3室2厅,139,江津,精装,98.0,塔楼,2015
南,谢家湾,33,华宇春江花月,106104295987,2室2厅,105,江津,精装,78.0,塔楼,2008
西南,毛线沟,25,龙城静园,106104307509,1室2厅,68.6,江津,精装,57.0,塔楼,2011
东南,南坪,30,华竹小区,106104316027,2室1厅,95,江津,精装,67.0,塔楼,2002
东东南,大石坝,17,东海岸,106104400003,2室2厅,92,江津,精装,69.0,塔楼,2010
东南,南桥寺,26,香草天空,106104529273,1室2厅,81,江津,精装,57.0,塔楼,2008
南,李家沱,18,曦圆柳镇三期,106104533965,2室1厅,64,江津,精装,54.0,塔楼,2014
西南,黄桷坪,26,金源利青国青城,106104556355,2室2厅,89,江津,精装,80.0,塔楼,2011
南北,园博园,32,大雅金开国际,106104574629,2室2厅,110,江津,精装,70.0,塔楼,2016
东北,人和,18,中兴渝景苑,106104582596,2室1厅,116,江津,精装,91.0,塔楼,2007
北,七公里,33,保利观塘,106104724413,2室2厅,98,江津,精装,62.0,塔楼,2016
南,陈家坪,33,中国铁建玖城壹号,106104788005,3室1厅,130,江津,精装,83.0,塔楼,2017
西南,大竹林,33,龙湖江与城千山万树,106104790571,3室2厅,196,江津,精装,121.0,塔楼,2010
南,大竹林,32,龙湖江与城江城时光,106104794279,2室2厅,124,江津,精装,76.0,塔楼,2015
西北,化龙桥,28,重庆天地雍江翠湖,106104799921,3室2厅,272,江津,精装,163.0,塔楼,2016
北,北滨路,33,北国风光,106104815966,2室2厅,110,江津,精装,86.0,塔楼,2008
东,李家沱,25,曦圆青岗湾,106104842731,2室2厅,86,江津,精装,72.0,塔楼,2016
东南,黄桷坪,6,九龙花园二小区,106104854317,2室1厅,73,江津,精装,78.0,板楼,2000
东北,黄泥磅,33,青青丽苑,106104899108,2室2厅,102,江津,精装,62.0,板塔结合,2010
南,毛线沟,26,龙城静园,106104908949,2室1厅,69.8,江津,精装,57.0,塔楼,2011
西,汽博中心,18,青河苑,106104927002,3室2厅,115,江津,精装,131.0,塔楼,2005
东,石子山,27,佳居花园A区,106104932142,3室2厅,160,江津,精装,140.0,塔楼,2005
南,鸳鸯,26,复地上城,106104943619,2室1厅,138,江津,精装,96.0,板塔结合,2007
东南,黄桷坪,26,金源利青国青城,106104945531,2室2厅,94,江津,精装,74.0,塔楼,2011
南,蟠龙,33,彩云印象,106104968251,2室1厅,88,江津,精装,85.0,板塔结合,2008
东南,冉家坝,31,逸静丰豪,106105296976,2室2厅,115,江津,简装,82.0,板楼,2007
西北,大坪,32,协信阿卡迪亚,106105297819,3室2厅,200,江津,精装,127.0,塔楼,2012
南,二郎,25,朵力尚美国际,106105301553,1室1厅,57,江津,精装,44.0,塔楼,2007
南北,华岩,32,美每家华龙城,106105302861,3室2厅,105,江津,精装,91.0,塔楼,2015
东南,彩云湖,26,金科云湖天都,106105305903,2室1厅,89,江津,精装,70.0,塔楼,2008
南,谢家湾,32,华宇春江花月,106105309114,2室2厅,110,江津,精装,81.0,塔楼,2008
南,六公里,33,渝能国际,106105316456,3室1厅,116,江津,精装,97.0,塔楼,2007
西南,七公里,34,万科金域学府,106105318006,2室1厅,100,江津,精装,64.0,塔楼,2017
东,石桥铺,26,富州新城D街区,106105322178,2室2厅,110,江津,毛坯,78.0,塔楼,2015
东,嘉州,28,两代一家,106105324517,3室1厅,130,江津,精装,94.0,塔楼,2009
东南,南坪,3,六院家属楼,106105328366,2室2厅,48,江津,精装,50.0,板楼,2000
东南,汽博中心,32,保利高尔夫豪园,106105332978,4室2厅,182,江津,精装,138.0,平房,2010
南,德感片区,28,御江山浔院,106105338241,3室2厅,53,江津,精装,85.0,塔楼,2016
南,小龙坎,12,文化村1到4号,106105339219,2室1厅,65,江津,简装,62.0,塔楼,1990
西南,五里店,18,瑞龙凤祥花园,106105345976,2室1厅,96,江津,简装,80.0,塔楼,2007
东南,回兴,31,国际家纺城绣色C区,106105358828,1室1厅,46,江津,精装,40.0,塔楼,2013
东南,江北嘴,26,寰宇天下观澜苑B区,106105361740,3室2厅,520,江津,精装,182.0,板楼,2013
北,七公里,19,学府大道69号如果,106105400188,1室0厅,42,江津,精装,31.0,塔楼,2012
南,蔡家,18,中庚城C组团,106102453861,2室2厅,96,江津,精装,79.0,板楼,2013
南,翠云,24,建工悦城,106102991609,2室2厅,107,江津,精装,80.0,塔楼,2014
东北,北环,7,枫林秀水,106103493134,4室2厅,208,江津,简装,128.0,板楼,2004
南,人和,34,万科缇香郡,106103693141,2室1厅,98,江津,精装,72.0,塔楼,2012
南,石坪桥,34,万科西九,106103711488,2室1厅,97,江津,精装,56.0,塔楼,2017
南,龙头寺,32,金科公园王府,106103803808,2室1厅,170,江津,精装,87.0,板塔结合,2013
东,南桥寺,30,金易E世界,106103949374,2室2厅,93,江津,精装,52.0,塔楼,2016
东南,杨公桥,20,天越雅园,106103989026,3室2厅,98,江津,精装,109.0,塔楼,2000
东,李家沱,33,曼哈顿小区,106104059442,2室2厅,92,江津,精装,93.0,塔楼,2009
东,汽博中心,33,建工锦绣华城,106104101702,2室1厅,92,江津,精装,64.0,塔楼,2013
东南,大坪,17,金科visar国际,106104149310,3室1厅,120,江津,简装,87.0,塔楼,2012
北,石子山,32,龙湖源著南区,106105112974,2室1厅,167,江津,毛坯,82.0,塔楼,2012
南,李家沱,12,恒大城二期,106105184574,2室1厅,90,江津,精装,66.0,塔楼,2010
东南,烈士墓,29,金悦城,106105248940,3室1厅,153,江津,精装,113.0,塔楼,2010
西,大学城,11,湖岸家园A区,106103047976,2室2厅,66,江津,毛坯,82.0,板塔结合,2014
南,江北嘴,44,恒大中央广场,106101267053,2室2厅,150,江津,精装,79.0,塔楼,2018
西南,照母山,33,万科城,106101625992,4室2厅,210,江津,简装,131.0,塔楼,2015
东南,蔡家,11,旭辉朗悦郡,106101780228,3室2厅,147,江津,精装,120.0,板塔结合,2013
南,大学城,8,书香溪墅,106101931675,3室2厅,90,江津,毛坯,82.0,板楼,2016
西南,南滨路,14,海棠溪正街,106102056361,2室2厅,43,江津,简装,68.0,板楼,2000
北,礼嘉,32,华侨城云溪别院,106102086233,3室2厅,140,江津,毛坯,101.0,塔楼,2017
东南,融汇半岛,7,融汇半岛香缇卡纳,106102116322,3室2厅,145,江津,精装,114.0,板楼,2009
东,七公里,34,万科金域学府翰江二期,106102248871,3室2厅,130,江津,毛坯,84.0,塔楼,2017
东南,中央公园,27,金茂国际生态新城,106102344225,3室2厅,130,江津,毛坯,78.0,塔楼,2017
南,四公里,31,鑫茂源e时代,106102383859,2室2厅,97,江津,精装,75.0,塔楼,2009
东南,中央公园,17,鲁能泰山7号十七街区,106102460393,2室2厅,97,江津,毛坯,66.0,塔楼,2018
南,园博园,29,美利山公园城市,106102551111,4室2厅,208,江津,毛坯,143.0,塔楼,2018
东南,照母山,34,康桥融府,106102931256,4室2厅,170,江津,毛坯,104.0,塔楼,2017
东,南滨路,30,南滨特区,106103025950,3室1厅,212,江津,毛坯,120.0,塔楼,2005
东南,四公里,28,学府怡景,106105282897,2室1厅,86,江津,精装,65.0,板塔结合,2015
南,新牌坊,32,冠宏时代,106105295480,2室1厅,119,江津,精装,65.0,塔楼,2015
北,南坪,30,江南世家（南坪）,106105300838,3室1厅,106,江津,精装,89.0,塔楼,2010
西北北,石桥铺,31,祥御巴山,106105335330,3室2厅,85,江津,精装,71.0,塔楼,2011
东,四公里,25,春风绿苑,106105345690,3室1厅,109,江津,简装,113.0,塔楼,2003
东,鸳鸯,31,融科金湖湾,106105360320,3室1厅,118,江津,其他,74.0,塔楼,2014
南,南坪,34,融侨半岛彩虹道,106105278026,2室2厅,90,江津,精装,72.0,塔楼,2009
南,璧山,32,恒大绿岛新城,106105287995,2室1厅,59.8,江津,精装,63.0,塔楼,2016
南,丹龙路,34,如恩岁月,106105289252,3室2厅,105,江津,精装,73.0,塔楼,2016
东南,蟠龙,33,保利爱尚里尚景,106105291170,4室2厅,137,江津,简装,103.0,塔楼,2018
东南,观音桥,12,东方家园,106105291332,2室1厅,80,江津,精装,63.0,塔楼,2001
西,石子山,32,诚投天邻风景,106104476373,2室1厅,132,江津,简装,87.0,塔楼,2008
东南,南坪,19,和记黄埔御峰,106104517768,1室1厅,45,江津,精装,27.0,板楼,2016
东南,石坪桥,33,华美时代城,106104518788,2室1厅,96,江津,精装,79.0,塔楼,2013
东南,解放碑,30,城市新锐,106104546506,1室0厅,80,江津,简装,40.0,板塔结合,2002
东南,融汇半岛,21,融汇半岛爱窝,106104549469,2室1厅,63,江津,简装,55.0,塔楼,2013
东南,华岩,7,和泓四季A区,106104570436,4室2厅,145,江津,毛坯,130.0,板楼,2016
东南,二郎,31,同心家园A组团,106104673204,2室2厅,63.2,江津,精装,52.0,塔楼,2010
西南,石桥铺,26,国窖明城,106104681926,2室1厅,78,江津,简装,74.0,塔楼,2006
南,四公里,33,巨成龙湾,106104692741,1室1厅,72,江津,精装,57.0,塔楼,2009
西北,石桥铺,12,隆鑫花漾岭,106104750755,3室1厅,91,江津,毛坯,77.0,塔楼,2013
西,石子山,39,龙湖源著北区,106104809367,2室2厅,104,江津,精装,58.0,塔楼,2015
东,新牌坊,31,荣升部落格,106104825725,1室1厅,63,江津,精装,47.0,塔楼,2007
东南,五里店,34,庆业巴蜀城,106104859316,1室1厅,76,江津,简装,52.0,板塔结合,2007
北,石马河,34,金科十年城西区,106104882689,2室2厅,115,江津,简装,77.0,塔楼,2011
西南,北环,18,尚源印象,106104884688,2室1厅,149,江津,精装,88.0,塔楼,2007
东南,双碑,24,华宇温莎小镇,106104896324,3室1厅,127,江津,精装,88.0,塔楼,2017
东南,石马河,17,民悦新居,106104959252,2室2厅,85,江津,简装,79.0,塔楼,2016
东南,汽博中心,24,两江慧谷,106104959744,2室1厅,73,江津,毛坯,62.0,塔楼,2012
东南,北滨路,33,国兴北岸江山,106104976262,1室1厅,88,江津,精装,47.0,塔楼,2013
东,梨树湾,32,融汇温泉城圣地亚南区,106104998903,2室1厅,116,江津,精装,78.0,塔楼,2014
东南,石桥铺,34,沛鑫四季香山小区,106105013965,2室1厅,87,江津,简装,80.0,塔楼,2009
东南,工人村,8,晨光小区,106105035820,2室1厅,107,江津,简装,83.0,板塔结合,1999
南,大学城,18,龙湖睿城,106105046022,1室1厅,62,江津,简装,56.0,板楼,2009
东,观音桥,30,半山华府,106105061575,1室0厅,63,江津,简装,38.0,板楼,2010
南,谢家湾,41,华润万象里,106105067195,1室0厅,75,江津,精装,43.0,塔楼,2017
西北,站西路,31,金阳牛津街,106105072214,2室2厅,91,江津,精装,70.0,塔楼,2010
西南西北,石马河,28,山水景园,106105077782,2室1厅,75,江津,精装,72.0,塔楼,2008
南,石子山,32,龙湖源著南区,106105107935,2室2厅,170,江津,精装,87.0,塔楼,2012
东,七公里,34,万科金域学府,106105382838,2室2厅,106,江津,其他,70.0,塔楼,2017
北,二郎,33,同心家园A组团,106105384565,3室2厅,123,江津,精装,108.0,塔楼,2010
东南,九宫庙,25,古渡春色,106105394811,2室1厅,64.5,江津,其他,62.0,塔楼,2012
东南,悦来,26,嘉悦江庭,106102180073,3室2厅,128,江津,毛坯,125.0,塔楼,2016
西,南滨路,31,东原1891印长江,106104396612,5室2厅,1500,江津,精装,386.0,塔楼,2016
东,北环,25,金科蚂蚁,106105289552,1室1厅,45,江津,精装,34.0,板塔结合,2008
西南,八公里,32,保利林语溪,106105295394,1室0厅,23.5,江津,精装,32.0,塔楼,2016
东,人和,30,北回归线,106105303071,2室1厅,80,江津,精装,51.0,塔楼,2008
南,双碑,30,渝富滨江首岸,106105304785,2室1厅,90.5,江津,毛坯,68.0,塔楼,2018
西南,大坪,25,商社时代,106105313974,1室0厅,60,江津,简装,34.0,塔楼,2016
东南,二郎,33,同心家园A组团,106105326491,2室1厅,72,江津,精装,55.0,塔楼,2010
南北,梨树湾,33,融汇温泉城童话里,106105329278,2室1厅,97,江津,毛坯,68.0,塔楼,2017
南,翠云,4,建工未来城,106102217266,4室2厅,149,江津,毛坯,137.0,板楼,2005
北,嘉州,32,中渝山顶道国宾城,106102951390,2室1厅,166,江津,精装,83.0,板塔结合,2012
东,茶园新区,18,奥园越时代B区,106103462793,2室1厅,85,江津,精装,63.0,塔楼,2017
南,新牌坊,40,北城阳光尚线,106103694163,2室2厅,120,江津,毛坯,78.0,塔楼,2016
东南,南坪,19,和记黄埔御峰,106103871706,1室1厅,40,江津,毛坯,31.0,板楼,2016
南,嘉州,29,中渝都会首站,106103921738,2室2厅,113,江津,精装,71.0,塔楼,2010
东南,石马河,12,金科十年城西区,106104059735,2室2厅,86,江津,精装,57.0,塔楼,2011
东,毛线沟,25,祥和如意居,106104096133,2室2厅,95,江津,简装,88.0,板塔结合,2006
南,龙头寺,33,公园置尚云尚,106104103746,2室1厅,148,江津,毛坯,82.0,塔楼,2017
东南,南坪,19,和记黄埔御峰,106104339386,1室1厅,41,江津,毛坯,27.0,板楼,2016
南,双碑,32,宏城名都,106104427086,2室2厅,76,江津,精装,74.0,板塔结合,2013
西,大学城,40,富力城倾城里,106104458637,2室1厅,86,江津,毛坯,83.0,板塔结合,2014
南,石子山,39,龙湖源著北区,106104462326,1室1厅,83,江津,毛坯,52.0,塔楼,2015
南,杨公桥,29,华宇林泉雅舍,106104470079,2室2厅,103,江津,精装,80.0,塔楼,2006
东南,汽博中心,23,英利狮城花园,106104476254,2室2厅,125,江津,精装,74.0,塔楼,2015
东,龙洲湾,18,旭辉城橙郡,106104918481,3室2厅,91,江津,简装,72.0,塔楼,2017
西北,丹龙路,34,东原亲亲里,106104947197,3室1厅,132,江津,精装,97.0,塔楼,2012
东,鸳鸯,33,融科金湖湾,106104949246,3室1厅,165,江津,精装,97.0,塔楼,2014
东,丹龙路,34,东原亲亲里,106104995575,2室1厅,102,江津,精装,69.0,塔楼,2012
西南,李家沱,32,恒大城天御,106105007006,4室1厅,133,江津,精装,120.0,塔楼,2011
南,天星桥,33,蓝溪谷地,106105011557,3室2厅,97,江津,精装,76.0,塔楼,2006
